title,label,pseudo_label,weight
Preliminary analysis of the cell be processor limitations for sequence alignment applications,1,0,0.1
Face view synthesis across large angles,1,0,0.1
A first implementation of in-transit buffers on myrinet gm software,1,0,0.1
Improved Distributed Exploration of Anonymous Networks,1,0,0.1
Speaker verification with multiple classifier fusion using Bayes based confidence measure,1,0,0.1
An Insect-Based Algorithm for the Dynamic,1,0,0.1
"SIAM J. Control Optim., to appear PROXIMAL METHODS FOR COHYPOMONOTONE OPERATORS ?",1,0,0.1
Symbolic execution with separation logic,1,0,0.1
Reviewed by Andrzej Ruciski References,1,0,0.1
ETH Zurich,1,0,0.1
BMC Medical Imaging Research article Is fasting a necessary preparation for abdominal ultrasound?,1,0,0.1
The Micro Genetic Algorithm 2: Towards On-Line Adaptation in Evolutionary Multiobjective [7] Optimization,1,0,0.1
Abstract Linear Combination of Transformations,1,0,0.1
Horbank M.: Dynamic Value Webs in Mobile Environments Using Adaptive Location-Based Services,1,0,0.1
Watermarking via optimization algorithms for quantizing . . . ,1,0,0.1
Bayesian EM-Based Demodulators for Frequency-Selective Fading Channels,1,0,0.1
"A Simple, Similarity-based Model for Selectional Preferences",1,0,0.1
PEBL: Positive example based learning for web page classification using SVM,1,0,0.1
The history of cryptography,1,0,0.1
DecisionKing: A Flexible and Extensible Tool for Integrated Variability Modeling,1,0,0.1
"What should default reasoning be, by default",1,0,0.1
General Terms: Algorithms,1,0,0.1
Comparing the Performance of High-Level Middleware Systems in Shared and Distributed Memory Parallel Environments,1,0,0.1
Active Tool Support for Requirements Engineering Through RETH,1,0,0.1
Assessing the Performance of Melodic Similarity Algorithms Using Human Judgments of Similarity,1,0,0.1
Metaphoric Generalization Through Sort Coercion,1,0,0.1
"Microbubble Oscillation due to Harmonic, Pulsed and Frequency Modulated Excitation",1,0,0.1
 A max-margin model for efficient simultaneous alignment and folding of RNA sequences,1,0,0.1
Formal Concept Analysis and Resolution in Algebraic Domains,1,0,0.1
Loop Filter Optimisation For Delay Lock Loops,1,0,0.1
No more crash or crunch: sustainable credit dynamics in a P2P community,1,0,0.1
MIPS: a database for protein sequences and complete genomes,1,0,0.1
TreeDomViewer: a tool for the visualization of phylogeny and,1,0,0.1
Wealth inequality and dynamic stability,1,0,0.1
AM-FM Energy Detection and Separation in Noise Using Multiband Energy Operators,1,0,0.1
Precomputation-Based Real-Time Rendering,1,0,0.1
Abstract,1,0,0.1
Viope as a Tool for Teaching Introductory Programming: An Empirical Investigation,1,0,0.1
Survival Strategies for Synthesized Hardware Systems,1,0,0.1
Combining Genetic Algorithms with Squeaky-Wheel Optimization,1,0,0.1
"Deploying networked real-time simulation, putting the virtual enterprise to work: Some aerospace experience",1,0,0.1
Web Data Integration Using Approximate String Join,1,0,0.1
Evolution of State-Dependent Risk Preferences,1,0,0.1
Localized Finite-time Lyapunov Exponent for Unsteady Flow Analysis,1,0,0.1
Link-sharing and Resource Management Models for Packet Networks,1,0,0.1
Analysis of a Multi-Party Fair Exchange Protocol and Formal,1,0,0.1
WiFi-SLAM Using Gaussian Process Latent Variable Models,1,0,0.1
An operational domain-theoretic treatment of recursive types,1,0,0.1
Enabling Real-Time Querying of Live and Historical Stream Data,1,0,0.1
INTEGRATED CIRCUITS FOR COMMUNICATIONS GreenDroid: Exploring the Next Evolution in Smartphone Application Processors,1,0,0.1
Multi-layered conceptual spatial mapping for autonomous mobile robots,1,0,0.1
Simulation and Scheduling of Real-Time Computer Vision Algorithms,1,0,0.1
SELECTION METRICS FOR COOPERATIVE MULTIHOP RELAYING ?,1,0,0.1
Energy Efficiency and Delay Quality-of-Service in Wireless Networks,1,0,0.1
An Approach to Reliably Identifying Signs,1,0,0.1
General Terms Algorithms Categories and Subject Descriptors,1,0,0.1
CABIOS APPLICATIONS NOTE Calculation of daylength,1,0,0.1
"Watch, Listen & Learn: Co-training on Captioned Images and Videos",1,0,0.1
Designing color filter arrays for the joint capture of visible and near-infrared images,1,0,0.1
A Symbolic Transform Attack on Lightweight Encryption Based on . . . ,1,0,0.1
Neuroevolution of Agents Capable of Reactive and Deliberative Behaviours in Novel and Dynamic Environments,1,0,0.1
Diamond Quorum Consensus for High Capacity and Efficient,1,0,0.1
Distributed Roadmap Aided Routing in Sensor Networks,1,0,0.1
Efficient solving of quantified inequality constraints over the real numbers,1,0,0.1
Feature Space Mutual Information In Speech-Video Sequences,1,0,0.1
the use,1,0,0.1
On the identification of time-varying systems in Reproducing Kernel Hilbert Spaces,1,0,0.1
How GRID could improve E-Learning in the environmental science domain,1,0,0.1
Dynamic knobs for responsive power-aware computing,1,0,0.1
Analysis of TCP Transient Behavior and Its Effect on File Transfer Latency,1,0,0.1
On the Implementation of the Opus Coordination Language,1,0,0.1
Scalable spatio-temporal continuous query processing for location-aware services,1,0,0.1
Noname manuscript No. (will be inserted by the editor) Pivoting Based Manipulation by a Humanoid Robot,1,0,0.1
space and,1,0,0.1
Designs for Ramp-Constrained Day-Ahead Auctions,1,0,0.1
A Parallel Architecture for Interactive FEM Computations in a Surgery Simulator,1,0,0.1
Appears in 13th International Conference on Architectural Support for Programming Languages and Operating Systems (ASPLOS-XIII) Abstract Adapting to Intermittent Faults in Multicore Systems,1,0,0.1
Categories and Subject Descriptors,1,0,0.1
Acknowledgement,1,0,0.1
Non-linear,1,0,0.1
Fluid sketching of directed graphs,1,0,0.1
Optimal Scheduling Using Branch and Bound with SPIN 4.0,1,0,0.1
Abstract Modeling Master/Worker applications for automatic performance tuning q,1,0,0.1
Journal of Computational Geometry jocg.org DELAUNAY TRIANGULATION OF IMPRECISE POINTS: PREPROCESS AND ACTUALLY GET A FAST QUERY TIME ?,1,0,0.1
Query Optimization in the Presence of Foreign Functions,1,0,0.1
Partial Matching Strategy for Phrase-based Statistical Machine Translation,1,0,0.1
Verifying Safety of a Token Coherence Implementation by Parametric Compositional Refinement,1,0,0.1
M.: Identification of spring parameters for deformable object simulation. Visualization and Computer Graphics,1,0,0.1
Commitment and Self-Control  ,1,0,0.1
"Algorithms, Performance",1,0,0.1
Beyond the Arithmetic Constraint: Depth-Optimal Mapping of Logic Chains in LUT-based FPGAs ABSTRACT,1,0,0.1
INTERNATIONAL JOURNAL OF COMPUTATIONAL SCIENCE AND ENGINEERING 1 Polygonal Silhouette Error Correction: A Reverse Subdivision Approach,1,0,0.1
Efficient Human Computation: the Distributed Labeling Problem,1,0,0.1
Voice conversion using artificial neural networks,1,0,0.1
Immune System Approaches to Intrusion Detection,1,0,0.1
"MV. '92 IAPR Workshop on Machine Vision Applications AN OCR SYSTEM FOR PRINTED DOCUMENTS Dec. 7-9,1992, Tokyo",1,0,0.1
"Rival Penalized Competitive Learning Based Approach for Discrete-valued Source Separation, Intl",1,0,0.1
Orchestration of Service-oriented Manufacturing Processes,1,0,0.1
Solving disjunctive constraints for interactive graphical applications,1,0,0.1
1. Introduction Peptide Sequence Tags for Fast Database Search in Mass-Spectrometry,1,0,0.1
Machine Learning manuscript No.,1,0,0.1
Goals for Computer Security Education,1,0,0.1
Online Balancing of Range-Partitioned Data with Applications to Peer-to-Peer Systems,1,0,0.1
Rapid and selective surveillance of Arabidopsis thaliana genome annotations with Centrifuge.,1,0,0.1
Interconnect Capacitance Extraction for System LCD Circuits,1,0,0.1
Assisted Visualization of E-Commerce Auction Agents,1,0,0.1
ABSTRACT Visual Exploration of Genetic Likelihood Space ?,1,0,0.1
Argumentation about Treatment Efficacy,1,0,0.1
1. INTRODUCTION A Quadtree-Based Dynamic Attribute Indexing Method,1,0,0.1
Emotion and sociable humanoid robots,1,0,0.1
Maxmin fair scheduling in wireless ad hoc networks,1,0,0.1
TACoS04 Preliminary Version Introducing a Reasonably Complete and Coherent Approach for Model-based Testing Abstract,1,0,0.1
Towards Linked Data Services,1,0,0.1
"On the relation between universality, characteristic kernels and RKHS embedding of measures",1,0,0.1
The Common Framework Initiative for algebraic specification and development of software: recent progress,1,0,0.1
Efficient On-the-Fly Algorithms for Partially Observable Timed Games ,1,0,0.1
On the Consistency of Ranking Algorithms,1,0,0.1
Answering regular path queries using views,1,0,0.1
Discursive evaluation in a distributed learning community,1,0,0.1
Preprint- Copyright of final article has been to transferred to IEEE GP3- A Distributed Grid-based Spatial Index Infrastructure for Massive Multiuser Virtual Environments,1,0,0.1
Simultaneous Topology and Stiffness Identification for Mass-Spring Models Based on FEM Reference Deformations,1,0,0.1
"J.N.Carter, Model-based Approaches for Predicting Gait Changes over Time",1,0,0.1
SOFTWAREPRACTICE AND EXPERIENCE,1,0,0.1
Interactive Visibility Culling in Complex Environments using Occlusion-Switches,1,0,0.1
Limiting behavior of Markov chains with eager attractors,1,0,0.1
A Denotational Semantics for Deliberation Dialogues,1,0,0.1
Automatic Acquisition of Ranked Qualia Structures from the Web,1,0,0.1
Bounding the Population Size in XCS to Ensure Reproductive Opportunities,1,0,0.1
Bayesian Image Restoration Using A Wavelet-Based Subband Decomposition,1,0,0.1
Semi-Definite Programming Algorithms for Sensor Network Node Localization With Uncertainties in Anchor Positions and/or Propagation Speed,1,0,0.1
A Wavelet Data Model For Image Databases,1,0,0.1
Note on the weighted internal path length of b-ary,1,0,0.1
The LogAnswer Project at ResPubliQA 2010,1,0,0.1
Efficient implementation of digital filters with use of advanced synthesis methods targeted fpga architectures,1,0,0.1
Presupposition incorporation in adverbial quantification,1,0,0.1
Protected Data Paths: Delivering Sensitive Data via Untrusted Proxies,1,0,0.1
CERIAS Tech Report 2004-11 OACERTS: OBLIVIOUS ATTRIBUTE CERTIFICATES,1,0,0.1
Nonlinear Ranking Function Representations in Genetic Programming-Based Ranking Discovery For Personalized Search,1,0,0.1
Corresponding Author's Institution:,1,0,0.1
Lognormal and Pareto distributions in the Internet,1,0,0.1
"Newcastle upon Tyne, NE1 7RU, UK. A Method for Specifying Contract Mediated Interactions",1,0,0.1
Aids,1,0,0.1
Network sensitivity to hot-potato disruptions,1,0,0.1
2009 10th International Conference on Document Analysis and Recognition Segmentation-free Word Spotting in Historical Printed Documents,1,0,0.1
A Note on Learning with Integral Operators  ,1,0,0.1
? Post PC Computing,1,0,0.1
Cryptographically Enforced Conditional Access for XML,1,0,0.1
Virtual network computing,1,0,0.1
LARGE NEARLY REGULAR INDUCED SUBGRAPHS  ,1,0,0.1
"R Graphics - The Good, The Bad, and the Ugly",1,0,0.1
Group Decision-Making in the Shadow of Disagreement,1,0,0.1
and,1,0,0.1
Impulse Noise Detection and Removal Using Multiple Thresholds for Image Restoration,1,0,0.1
mSpace: Improving information access to multimedia domains with multimodal exploratory search,1,0,0.1
B.: Matching Needs C Application Service Providing for Asynchronous Learning Networks,1,0,0.1
An Approach to Software Testing of Machine Learning Applications,1,0,0.1
1 WHY I WANT TO GIVE THIS TALK AND/OR,1,0,0.1
Communication Facilities for Distributed TransactionProcessing Systems,1,0,0.1
Visualization and Characterization of Stability Swings via GPS-Synchronized Data,1,0,0.1
"Priami C. From ODEs to Languagebased, executable models of Biological Systems. Pacific Symposium on Biocomputing 2009;14:239C50",1,0,0.1
Alternative Characterizations for Strong Equivalence of Logic Programs,1,0,0.1
Audio-Visual Co-Training for Vehicle Classification ?,1,0,0.1
Spatio-Temporal Event Detection Using Dynamic Conditional Random Fields,1,0,0.1
Gene Selection for Microarray Data by a LDA-based Genetic Algorithm,1,0,0.1
Fast Recovery of Evolutionary Trees with Thousands of Nodes,1,0,0.1
  Fast Lowest Common Ancestor Computations in Dags,1,0,0.1
An Introduction to Causal Inference,1,0,0.1
Robust background estimation for complex video sequences,1,0,0.1
Contents lists available at ScienceDirect Pattern Recognition,1,0,0.1
Exploiting the generic viewpoint assumption,1,0,0.1
Bounded-Hops Power Assignment in Ad-Hoc Wireless Networks,1,0,0.1
Reconfigurable Architecture for Network Flow Analysis,1,0,0.1
Transformation of Left Terminating Programs: The Reordering Problem,1,0,0.1
Large Lexica for Speechto-Speech Translation: From Specification to Creation,1,0,0.1
Performance analysis under finite load and improvements for multirate 802.11,1,0,0.1
Technical Reviews: A Behaviorally Motivated Program of Research,1,0,0.1
Short title: Inverting Transforms THE FOURIER-SERIES METHOD FOR INVERTING TRANSFORMS OF PROBABILITY DISTRIBUTIONS,1,0,0.1
Passage Scoring for Question answering via Bayesian inference on lexical,1,0,0.1
Technical Report DEIS OR.INGCE 2007/4 Valid Inequalities for the Fleet Size and Mix Vehicle Routing Problem with Fixed Costs,1,0,0.1
Locating Text in Historical . . . ,1,0,0.1
parsing and understanding.,1,0,0.1
International Conference on Computer Systems and Technologies- CompSysTech07 Software testing using imprecise OCL constraints as oracles,1,0,0.1
References,1,0,0.1
Proximate point searching,1,0,0.1
Co-allocation of Compute and Network resources using HARC,1,0,0.1
A Security Domain Model for . . . ,1,0,0.1
THE EFFECTS OF PAIR-WISE AND HIGHER ORDER CORRELATIONS ON THE FIRING RATE OF A POST-SYNAPTIC NEURON,1,0,0.1
Providing Flexible Services for Managing Shared State in Collaborative Systems,1,0,0.1
Specification,1,0,0.1
BioMed Central,1,0,0.1
From Traditional to Electronic Large Displays in Automotive Design,1,0,0.1
? 2009 Science Publications Statistical Part-of-Speech Tagger for Traditional Arabic Texts,1,0,0.1
Refraction of water surface intersecting objects in interactive environments,1,0,0.1
Editorial HCI Issues in Computer Games,1,0,0.1
Abstract Efficiency of boundary evaluation for a cellular model,1,0,0.1
and,1,0,0.1
Sharpening from Shadows: Sensor Transforms for Removing Shadows using a Single Image,1,0,0.1
Generating Example Data for Dataflow Programs,1,0,0.1
Abstract Writing Concurrent Object-Oriented Programs,1,0,0.1
Abstract On Cheating in Sealed-Bid Auctions,1,0,0.1
Pattern Minimization Problems over Recursive Data Types,1,0,0.1
Computing grazing points. References,1,0,0.1
 * Manuscript [Word or (La)TeX] Correspondence:,1,0,0.1
Multiscale Wedgelet Image Analysis: Fast Decompositions And Modeling,1,0,0.1
Control and measurement of apparent sound source width and its applications to sonification and virtual auditory displays,1,0,0.1
Kronecker factorization for speeding up kernel machines,1,0,0.1
Multi-Dimensional Quorum Sets for,1,0,0.1
Necessary Conditions for Liouvillian Solutions of (Third Order) Linear Differential Equations,1,0,0.1
Tabulation Based 5-Universal Hashing and Linear Probing,1,0,0.1
On Compressing Social Networks,1,0,0.1
Single-track circuit codes,1,0,0.1
"Exact solutions for the two- and all-terminal reliabilities of a simple ladder network, submitted to Networks",1,0,0.1
The quest for a logic capturing PTIME,1,0,0.1
Using sentence connectors for evaluating MT output,1,0,0.1
PUBLICATIONS,1,0,0.1
Association (USRA).Abstract Networking Technologies Enable Advances in Earth Science,1,0,0.1
Design of Instruction Address Queue for High Degree X86 Superscalar Architectures,1,0,0.1
The Taming of the (X)OR,1,0,0.1
 ANCESTRAL MAXIMUM LIKELIHOOD OF EVOLUTIONARY TREES IS HARD,1,0,0.1
Efficient Closed Pattern Mining in Strongly Accessible Set Systems ? (Extended Abstract),1,0,0.1
A Straightforward Approach to Morphological Analysis and Synthesis,1,0,0.1
Visualization in string theory,1,0,0.1
"Adaptive Problem, Digital Signal Processing 9 (1999),",1,0,0.1
On the advantages of serial architectures for low-power reliable computations,1,0,0.1
Modal Logics and Topological Semantics for Hybrid Systems,1,0,0.1
Overview of the TREC 2009 Entity Track,1,0,0.1
Hypertext Semantics for Web Applications,1,0,0.1
Sehoon Yea Mitsubishi Electric Research Laboratories,1,0,0.1
The Performance of the Output Signal of Micro Switch Group Sensor (MSGS),1,0,0.1
Parallel Simulation Techniques for Large Scale Networks,1,0,0.1
Ontological Semantics for the Use of UML in Conceptual Modeling,1,0,0.1
"A Model of the Witt Design W12 based on Quadrics of PG(2, 3) ?",1,0,0.1
Applications of web query mining,1,0,0.1
Self-Sufficient Itemsets: An Approach to Screening Potentially Interesting Associations Between Items,1,0,0.1
1.1 Pervasive Verification and Unified Theory,1,0,0.1
"MV. '92 IAPR Workshop on Machine Vision Applications Dec. 7-9,1992, Tokyo MAPP2200 Smart Vision Sensor. Programmability and Adaptivity",1,0,0.1
An algebraic approach to IP traceback,1,0,0.1
A.K.H.: Mining frequent closed cubes in 3D datasets,1,0,0.1
"Software Modeling for Open Distributed Network Monitoring Systems, Lecture",1,0,0.1
ARCHITECTURAL SUPPORT FOR THE ORCHESTRATION OF FINE-GRAINED MULTIPROCESSING FOR PORTABLE STREAMING APPLICATIONS,1,0,0.1
Nearly Uniform Validation Improves Compression-Based Error,1,0,0.1
Bounds on the generalization performance of kernel machines ensembles,1,0,0.1
Scalable Extrinsic Calibration of Omni-Directional Image Networks,1,0,0.1
Dean of SchoolScope-aware Data Cache Analysis for WCET Estimation,1,0,0.1
On the complexity of Matsuis attack,1,0,0.1
Pushing the Limits of Multicast in Ad Hoc Networks,1,0,0.1
Interactive,1,0,0.1
On the Optimality of Image Processing Pipeline,1,0,0.1
and,1,0,0.1
Dynamic CT simulation for minimal invasive surgery,1,0,0.1
Fast occluded object tracking by a robust appearance filter,1,0,0.1
"International Conference on Engineering Education August 6 -- 10, 2001 Oslo, Norway",1,0,0.1
Reuse of SML module system for the B language,1,0,0.1
BioMed Central,1,0,0.1
An Efficient Algorithm for the Transient Analysis of a Class of Deterministic Stochastic Petri Nets,1,0,0.1
CALU: A COMMUNICATION OPTIMAL LU FACTORIZATION ALGORITHM,1,0,0.1
Dealing with adaptive multi-agent organizations in the gaia methodology,1,0,0.1
A Rough-Fuzzy Hybrid Algorithm for Computer Intrusion Detection,1,0,0.1
"Author manuscript, published in ""IEEE-RSJ International Conference on Intelligent Robots & Systems (2008)"" Viability and Predictive Control for Safe Locomotion",1,0,0.1
"Bounds on spectra of codes with known dual distance, submitted",1,0,0.1
GeoW@re: A Multipurpose Geo-Based Groupware Platform Using Integrated Approach,1,0,0.1
"Studying Artificial Life Using a Simple, General Cellular Model",1,0,0.1
Some Interval Approximation Techniques for MINLP,1,0,0.1
Transient Mesh Adaptation Using Conforming And Non Conforming Mesh Modifications,1,0,0.1
ABSTRACT The HOP Development Kit,1,0,0.1
System Interdependence Analysis For Autonomous Mobile Robots,1,0,0.1
Bootstrapping word alignment via word packing,1,0,0.1
"Logical generative models for probabilistic reasoning about existence, roles and identity",1,0,0.1
,1,0,0.1
Learnability of Description Logic Programs,1,0,0.1
Three Non-determinism Analyses in a Parallel-Functional Language,1,0,0.1
"Blind turbo multiuser detection for long-code multipath CDMA,&quot; submitted to",1,0,0.1
On the Speed Requirement for Optimal Deadline Scheduling in Overloaded Systems,1,0,0.1
"Fogel G: Prediction of R5, X4, and R5X4 HIV-1 coreceptor usage with evolved neural networks",1,0,0.1
SYSTEMS THINKING IN EXTREME PROGRAMMING,1,0,0.1
Three-Dimensional Surface Relief Completion via Nonparametric Techniques,1,0,0.1
To automate or not to automate: on the complexity of network configuration,1,0,0.1
Easy Come - Easy Go Divisible Cash,1,0,0.1
Development of Concurrent Systems by Incremental Transformation,1,0,0.1
Dissertation: Exploring the similarity across high-dimensional datasets,1,0,0.1
Ack to,1,0,0.1
INTRODUCTION TO INFORMATICS APPROACHES IN STRUCTURAL GENOMICS: MODELING AND REPRESENTATION OF FUNCTION FROM,1,0,0.1
1 A distributed service-oriented mediation tool,1,0,0.1
Select Z bibliography,1,0,0.1
focus usability engineering Usability Basics for Software Developers,1,0,0.1
"b Laboratorio de Procesado de Imagen,",1,0,0.1
A Project for Hand Gesture Recognition,1,0,0.1
Learning Refinements on Curve-Strokes,1,0,0.1
On Analyzing Evolutionary Changes of Web Services ?,1,0,0.1
Binding-Time Analysis for Both Static and Dynamic Expressions,1,0,0.1
AWARDS AND HONORS,1,0,0.1
on Computing Modular Invariants of p-groups,1,0,0.1
Perfect diffusion primitives for block ciphers,1,0,0.1
Reachability-guided sampling for planning under differential constraints,1,0,0.1
International Journal of Intelligent Systems Special Issue: Intelligent Technologies,1,0,0.1
Proceedings of the Twenty-Second International Joint Conference on Artificial Intelligence Improve Tree Kernel-Based Event Pronoun Resolution with Competitive Information,1,0,0.1
Authenticating Primary Users  Signals in Cognitive Radio Networks via Integrated Cryptographic and Wireless Link Signatures,1,0,0.1
K.: A simulation framework for human-robot interaction,1,0,0.1
Towards Understanding Communication Structure in Pair Programming,1,0,0.1
Concurrent Remembered  Set Refinement in . . . ,1,0,0.1
Combined Integer and Floating Point Multiplication Architecture(CIFM) for FPGAs and Its Reversible Logic Implementation,1,0,0.1
Enhanced Visual Scene Understanding through Human-Robot Dialog Matthew,1,0,0.1
on parallel machines with heads,1,0,0.1
VML* C a family of languages for variability management in software product lines,1,0,0.1
Categorizing computing assets according to communication patterns. Tutorial on Asset Inventory and Monitoring in a Networked World at the 2nd IFIP-TC6 Networking Conference,1,0,0.1
Affine Hecke algebras and the Schubert,1,0,0.1
What do you want to know? Investigating the information requirements of patient supporters,1,0,0.1
Speech reconstruction from mel frequency cepstral coefficients and pitch,1,0,0.1
Fuzzy order relation and fuzzy ordered set,1,0,0.1
 Word Sense Disambiguation using Statistical Models and WordNet,1,0,0.1
A dialectical methodology for decision support systems design. Paper presented at,1,0,0.1
A Survey on Service Composition Approaches: From Industrial Standards to Formal Methods,1,0,0.1
"Fettweis, Energy efficiency aspects of base station deployment strategies in cellular networks",1,0,0.1
Testing hypergraph coloring,1,0,0.1
1 Fixed Point Analysis of Single Cell IEEE 802.11e,1,0,0.1
Probabilistic Bisimulation and Equivalence for Security Analysis of Network Protocols,1,0,0.1
Optimizing Instruction-set Extensible Processors under Data Bandwidth Constraints,1,0,0.1
Space and Time Efficient Execution of Parallel Irregular Computations,1,0,0.1
Cryptanalysis of a Hash Function Based on Quasi-Cyclic Codes,1,0,0.1
User's Manual as a Requirements Specification,1,0,0.1
"Learning Management System Based on SCORM, Agents and Mining",1,0,0.1
"1 Addresses: Computational Genomics Group, The European Bioinformatics Institute,",1,0,0.1
Rate-distortion optimized hybrid error control for real-time packetized video transmission,1,0,0.1
Media Caching Support for Mobile Transit Clients,1,0,0.1
Abstract Designing Efficient Distributed Algorithms Using Sampling Techniques,1,0,0.1
XML-based Rules: Automating Business Context Categorization to Produce Semantic Interoperability: The rules-based ebXML approach,1,0,0.1
Programming J.J. Horning Languages Editor On the Proof of Correctness of a,1,0,0.1
Hexagonal Grid Polygons Online,1,0,0.1
Toward Clock Skew Based Wireless Sensor Node Services,1,0,0.1
On Computing Longest Paths in Small Graph Classes,1,0,0.1
Christian-Albrechts-Universit?t zu Kiel eingereicht hat.,1,0,0.1
Immunizing Online Reputation Reporting Systems Against Unfair Ratings and Discriminatory Behavior,1,0,0.1
Optimal correspondences from pairwise constraints,1,0,0.1
"The QBFEVAL Web Portal, in",1,0,0.1
Multipartite Ramsey numbers for odd cycles ?,1,0,0.1
Commentary To err is not entirely human: Complex technology and user cognition,1,0,0.1
An Architectural Solution for the Inductive Noise Problem due to Clock-Gating Abstract,1,0,0.1
ABSTRACT Accelerating Database Operators Using a Network Processor,1,0,0.1
Scheduling Input-Queued ATM Switches with QoS Features,1,0,0.1
Difference and Difference Quotient. Part II,1,0,0.1
A.B.R.Kerkovius &quot; The Repair and Strengthening of Precast Bridge Beams Using External Prestress Techniques,1,0,0.1
System-Level Data-Flow Transformation Exploration and Power-Area Trade-Offs Demonstrated on Video Codecs,1,0,0.1
  Fuzzy sets in pattern recognition and machine intelligence,1,0,0.1
feature ranges in spectra with ICA,1,0,0.1
AN EDGE ENHANCEMENT TECHNIQU FOR IMAGE SEGMENTATION BASED ON RESISTIVE CIRCUIT SIMULATION,1,0,0.1
Web Service Based Data Management for Grid Applications,1,0,0.1
Kaltofens division-free determinant algorithm differentiated,1,0,0.1
Abstract,1,0,0.1
Learning to Harvest Information for the Semantic Web,1,0,0.1
S.: Caring Versus Sharing: How to Maintain Engagement and Diversity,1,0,0.1
Towards unrestricted lip reading,1,0,0.1
Distributed Constraints for Large-Scale Scheduling Problems ?,1,0,0.1
  CLOGGING OF MULTIGRAPHS AS TOY MODELS OF FILTERS  ,1,0,0.1
Abstract,1,0,0.1
"Abstract Detection, Understanding, and Prevention of Traceroute Measurement Artifacts",1,0,0.1
New York State Center of Excellence in Bioinformatics and Life Sciences,1,0,0.1
Aliasing in XCS and the Consecutive State Problem: 2 C Solutions,1,0,0.1
"The dynamics of associative learning in evolved model circuits. Adaptive Behavior, Submitted",1,0,0.1
On a ? C4-ultrahomogeneous oriented graph,1,0,0.1
View-invariance in action recognition,1,0,0.1
Knowl Inf Syst DOI 10.1007/s10115-010-0298-8 REGULAR PAPER,1,0,0.1
Reinforcement learning with linear function approximation and lq control coverves,1,0,0.1
Data Visualization by Multidimensional Scaling: A Deterministic Annealing Approach,1,0,0.1
Looking into the Future of Air Transportation Modeling and Simulation: A Grand Challenge,1,0,0.1
On the Design of Dynamic Reconfiguration Policies for Broadcast WDM Networks,1,0,0.1
General Terms Design,1,0,0.1
"Contingent Bids in Auctions: Availability, Commitment and Pricing of Computing as Utility",1,0,0.1
doi:10.1017/S0269888906000853 Printed in the United Kingdom Can self-managed systems be trusted? Some views and trends,1,0,0.1
Model minimization by linear PSR,1,0,0.1
One-to-one piecewise linear mappings over triangulations,1,0,0.1
On the Deterministic Complexity of Factoring Polynomials ,1,0,0.1
"c  2005 Springer Science + Business Media, Inc. Manufactured in The Netherlands. Pitch-Dependent Identification of Musical Instrument Sounds ?",1,0,0.1
,1,0,0.1
Local and Global Recency Weighting Approach to Bug Prediction,1,0,0.1
Upper and Lower Bounds on Black-Box Steganography,1,0,0.1
The virtual service grid: An architecture for delivering high-end network services. Concurrency: Practice and Experience,1,0,0.1
Remarks on Saeednia's Identity-based Society Oriented Signature Scheme with Anonymous Signers,1,0,0.1
SoundStudio4D - a VR Interface for Gestural Composition of Spatial Soundscapes,1,0,0.1
A GENERALIZATION OF NEMHAUSER AND TROTTERS LOCAL OPTIMIZATION THEOREM,1,0,0.1
Floorplan Evaluation with Timing-Driven Global . . . ,1,0,0.1
MPEG-4 Video Verification Model: A Solution for Interactive Multimedia Applications,1,0,0.1
Integrating ObjectOriented Programming and Protected Objects in Ada 95,1,0,0.1
,1,0,0.1
Modelling the orthographic neighbourhood for Japanese kanji,1,0,0.1
Efficient Multiple Object Detection in Cluttered Scenes,1,0,0.1
Iterative list-sequential (LISS) detector for fading multiple-access channels,1,0,0.1
Seeking Closure in an Open World: A Behavioral Agent Approach to Configuration Management,1,0,0.1
Mining Wikipedia for Large-scale Repositories,1,0,0.1
Utility Max-Min Fair Congestion Control with Time-Varying Delays,1,0,0.1
RNA in Silico - The Computational Biology of RNA Secondary Structures,1,0,0.1
Specification and Validation of a Real-Time Parallel Kernel using LOTOS,1,0,0.1
Power capping: A prelude to power shifting,1,0,0.1
DANCE: Dynamic Animation Control Environment,1,0,0.1
of the Sheffield Libraries strike,1,0,0.1
Linear context-free rewriting systems and deterministic tree-walk transducers,1,0,0.1
Parameterized model order reduction for nonlinear dynamical systems,1,0,0.1
Adaptive Failover for Real-time Middleware with Passive Replication,1,0,0.1
On Paths in a Complete Bipartite Geometric,1,0,0.1
"Vol. 23 ISMB/ECCB 2007, pages i87Ci96 BIOINFORMATICS doi:10.1093/bioinformatics/btm190 In search of lost introns",1,0,0.1
R.C.W.: Privacy of Recent RFID Authentication Protocols,1,0,0.1
Remote Haptic Feedback from a Dynamic Running Machine,1,0,0.1
"Machine Readable Dictionaries: What Have We Learned, Where Do We Go?",1,0,0.1
Projects Partners,1,0,0.1
Similarity-Based Neural Networks for Applications in,1,0,0.1
Reducing Memory Latency via Read-after-Read Memory Dependence Prediction,1,0,0.1
Image Segmentation with Elastic Shape Priors via Global Geodesics in Product Spaces,1,0,0.1
consensus skeletons for non-rigid space-time registration,1,0,0.1
"Thuong To, \Cryptographic Applications of Sparse Polynomials over Finite Rings",1,0,0.1
High Performance Anthropomorphic Robot Hand with Grasp Force Magnification Mechanism,1,0,0.1
Abstract Adaptable learning assistant for item bank management,1,0,0.1
BioMed Central,1,0,0.1
